in s,C1 in V
-7.76460E-05,-1.24805E-02
-7.76440E-05,-1.24805E-02
-7.76420E-05,-2.71484E-03
-7.76400E-05,-1.73633E-02
-7.76380E-05,-1.73633E-02
-7.76360E-05,-1.73633E-02
-7.76340E-05,-7.59766E-03
-7.76320E-05,-1.24805E-02
-7.76300E-05,-1.24805E-02
-7.76280E-05,-1.24805E-02
-7.76260E-05,-1.24805E-02
-7.76240E-05,-1.24805E-02
-7.76220E-05,2.16797E-03
-7.76200E-05,-7.59766E-03
-7.76180E-05,-1.24805E-02
-7.76160E-05,-1.24805E-02
-7.76140E-05,2.16797E-03
-7.76120E-05,-1.24805E-02
-7.76100E-05,-1.73633E-02
-7.76080E-05,-1.24805E-02
-7.76060E-05,-7.59766E-03
-7.76040E-05,-1.24805E-02
-7.76020E-05,7.05078E-03
-7.76000E-05,-7.59766E-03
-7.75980E-05,-2.22461E-02
-7.75960E-05,2.16797E-03
-7.75940E-05,-1.24805E-02
-7.75920E-05,-2.71484E-03
-7.75900E-05,1.19336E-02
-7.75880E-05,-2.71484E-03
-7.75860E-05,-2.71484E-03
-7.75840E-05,1.19336E-02
-7.75820E-05,2.16797E-03
-7.75800E-05,-7.59766E-03
-7.75780E-05,-1.24805E-02
-7.75760E-05,-1.73633E-02
-7.75740E-05,-7.59766E-03
-7.75720E-05,-7.59766E-03
-7.75700E-05,-2.71484E-03
-7.75680E-05,-1.24805E-02
-7.75660E-05,-1.73633E-02
-7.75640E-05,-1.73633E-02
-7.75620E-05,-1.24805E-02
-7.75600E-05,2.16797E-03
-7.75580E-05,2.16797E-03
-7.75560E-05,-1.24805E-02
-7.75540E-05,-7.59766E-03
-7.75520E-05,2.16797E-03
-7.75500E-05,-1.24805E-02
-7.75480E-05,-2.71484E-03
-7.75460E-05,-2.71484E-03
-7.75440E-05,-7.59766E-03
-7.75420E-05,-7.59766E-03
-7.75400E-05,1.68164E-02
-7.75380E-05,-1.24805E-02
-7.75360E-05,-7.59766E-03
-7.75340E-05,-7.59766E-03
-7.75320E-05,2.16797E-03
-7.75300E-05,-1.24805E-02
-7.75280E-05,7.05078E-03
-7.75260E-05,-1.73633E-02
-7.75240E-05,-2.71484E-03
-7.75220E-05,-1.73633E-02
-7.75200E-05,7.05078E-03
-7.75180E-05,-7.59766E-03
-7.75160E-05,-2.22461E-02
-7.75140E-05,-7.59766E-03
-7.75120E-05,-1.73633E-02
-7.75100E-05,-2.71484E-03
-7.75080E-05,-1.24805E-02
-7.75060E-05,-7.59766E-03
-7.75040E-05,-1.24805E-02
-7.75020E-05,-7.59766E-03
-7.75000E-05,-7.59766E-03
-7.74980E-05,-2.71484E-03
-7.74960E-05,-2.71484E-03
-7.74940E-05,-2.22461E-02
-7.74920E-05,-1.24805E-02
-7.74900E-05,-1.24805E-02
-7.74880E-05,-2.22461E-02
-7.74860E-05,2.16797E-03
-7.74840E-05,-7.59766E-03
-7.74820E-05,7.05078E-03
-7.74800E-05,-1.73633E-02
-7.74780E-05,-7.59766E-03
-7.74760E-05,-7.59766E-03
-7.74740E-05,2.16797E-03
-7.74720E-05,-2.71484E-03
-7.74700E-05,-7.59766E-03
-7.74680E-05,-1.24805E-02
-7.74660E-05,2.16797E-03
-7.74640E-05,-7.59766E-03
-7.74620E-05,-7.59766E-03
-7.74600E-05,-7.59766E-03
-7.74580E-05,-7.59766E-03
-7.74560E-05,-7.59766E-03
-7.74540E-05,-7.59766E-03
-7.74520E-05,-1.24805E-02
-7.74500E-05,-2.71484E-03
-7.74480E-05,2.16797E-03
-7.74460E-05,2.16797E-03
-7.74440E-05,-2.71484E-03
-7.74420E-05,-2.71484E-03
-7.74400E-05,-2.71289E-02
-7.74380E-05,7.05078E-03
-7.74360E-05,-7.59766E-03
-7.74340E-05,-1.24805E-02
-7.74320E-05,-2.71484E-03
-7.74300E-05,-2.22461E-02
-7.74280E-05,2.16797E-03
-7.74260E-05,-7.59766E-03
-7.74240E-05,-1.24805E-02
-7.74220E-05,2.16797E-03
